number,stability,foldingPattern
370,0.0,"['0', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-Y', '-Y', '+X', '+X', '-Y', '+X']"
371,-1.0,"['0', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y']"
372,-1.0,"['0', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X']"
373,0.0,"['0', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X']"
374,-1.0,"['0', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y']"
375,0.0,"['0', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+Y']"
376,-1.0,"['0', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+Y']"
377,0.0,"['0', '+X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+Y']"
378,-1.0,"['0', '-Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '-X']"
379,0.0,"['0', '-X', '-X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X']"
380,-3.0,"['0', '+X', '+Y', '+X', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-X', '+Y', '+X']"
381,-2.0,"['0', '-X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+Y', '+X']"
382,0.0,"['0', '-X', '-Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+X']"
383,0.0,"['0', '+X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-X']"
384,-1.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y']"
385,-1.0,"['0', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+X', '-Y']"
386,-2.0,"['0', '-X', '+Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '+Y']"
387,0.0,"['0', '-X', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '-X']"
388,-1.0,"['0', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '-Y', '+X']"
389,-1.0,"['0', '+X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '+Y']"
390,-1.0,"['0', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '-X', '-Y']"
391,0.0,"['0', '+Y', '+Y', '+X', '+X', '+Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+Y']"
392,0.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-X']"
393,-1.0,"['0', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y']"
394,-1.0,"['0', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+X']"
395,0.0,"['0', '-X', '-X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+X', '+Y', '-X']"
396,-2.0,"['0', '+Y', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '+Y']"
397,-1.0,"['0', '-X', '-Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-Y']"
398,-1.0,"['0', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X', '-Y']"
399,-2.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y']"
400,0.0,"['0', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y']"
401,0.0,"['0', '-Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+X']"
402,0.0,"['0', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X']"
403,-1.0,"['0', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+X']"
404,0.0,"['0', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+Y']"
405,-1.0,"['0', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+Y']"
406,-1.0,"['0', '+X', '+Y', '-X', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+X', '-Y']"
407,-2.0,"['0', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-Y']"
408,0.0,"['0', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+X', '+X', '+X', '+Y', '+X', '+Y', '+X', '-Y']"
409,0.0,"['0', '-Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+X', '+X', '+Y', '+X']"
410,-1.0,"['0', '-X', '+Y', '+X', '+X', '+X', '+X', '+X', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y']"
411,-1.0,"['0', '+X', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-X', '+Y']"
412,-1.0,"['0', '+Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-X', '-Y', '+X', '+Y']"
413,0.0,"['0', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+X', '+Y', '-X']"
414,-1.0,"['0', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-X']"
415,-1.0,"['0', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X']"
416,-2.0,"['0', '-Y', '-Y', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+Y']"
417,0.0,"['0', '+Y', '+X', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '+Y']"
418,-1.0,"['0', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-Y', '+X', '+Y', '-X']"
419,0.0,"['0', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X']"
420,-2.0,"['0', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-X']"
421,-2.0,"['0', '+X', '-Y', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '-X', '-X']"
422,-1.0,"['0', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '+X']"
423,-1.0,"['0', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y', '+X']"
424,-2.0,"['0', '+Y', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '+Y']"
425,0.0,"['0', '-X', '+Y', '-X', '+Y', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '+X', '-Y', '-Y']"
426,-2.0,"['0', '-Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '-X']"
427,-1.0,"['0', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '-Y', '-Y', '-Y']"
428,0.0,"['0', '-X', '-X', '-X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '+X']"
429,-1.0,"['0', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y', '-Y']"
430,0.0,"['0', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y']"
431,-1.0,"['0', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '+X']"
432,-4.0,"['0', '-Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-X', '-X', '+Y', '-X']"
433,-1.0,"['0', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-X', '-Y', '+X', '+X']"
434,-1.0,"['0', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '-Y']"
435,-1.0,"['0', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '+X', '+X', '-Y']"
436,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-X']"
437,0.0,"['0', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+Y']"
438,-1.0,"['0', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '-X', '-X', '+Y']"
439,-2.0,"['0', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+Y']"
440,-2.0,"['0', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y']"
441,-1.0,"['0', '+X', '+X', '-Y', '+X', '+X', '+X', '+X', '+Y', '-X', '+Y', '-X', '-Y', '-X', '+Y']"
442,-1.0,"['0', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+X', '-Y']"
443,0.0,"['0', '-X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+X', '+X', '-Y']"
444,-1.0,"['0', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-X']"
445,-1.0,"['0', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-X', '-X', '-X', '-Y', '+X', '+Y']"
446,0.0,"['0', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y']"
447,-1.0,"['0', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '+X', '+Y']"
448,-3.0,"['0', '+Y', '+X', '-Y', '+X', '-Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-X', '-X', '-Y']"
449,-1.0,"['0', '+X', '+X', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-Y', '+X', '+X']"
450,0.0,"['0', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '-X', '+Y']"
451,-1.0,"['0', '-X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-Y']"
452,0.0,"['0', '-X', '+Y', '-X', '-X', '-X', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+X']"
453,0.0,"['0', '-X', '-X', '-X', '-X', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X']"
454,-1.0,"['0', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+Y', '+Y']"
455,-1.0,"['0', '+X', '-Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X', '+Y']"
456,-1.0,"['0', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '+X', '+X']"
457,0.0,"['0', '-Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-X', '+Y', '-X', '+Y']"
458,0.0,"['0', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '-X']"
459,0.0,"['0', '+X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+X', '+X']"
460,0.0,"['0', '+X', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-Y', '+X']"
461,-1.0,"['0', '+Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y']"
462,0.0,"['0', '+X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '+X', '+X', '-Y']"
463,0.0,"['0', '-X', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+Y']"
464,-1.0,"['0', '-X', '-X', '+Y', '-X', '-X', '+Y', '+X', '+X', '+X', '+Y', '-X', '+Y', '-X', '-X']"
465,-1.0,"['0', '+Y', '+Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y']"
466,-1.0,"['0', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-Y']"
467,0.0,"['0', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X']"
468,0.0,"['0', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '+Y', '+Y']"
469,0.0,"['0', '+X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-Y', '-Y', '-X', '+Y']"
470,-4.0,"['0', '-X', '+Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+Y']"
471,-1.0,"['0', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+X']"
472,0.0,"['0', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-Y']"
473,0.0,"['0', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-X', '-X', '-X', '-Y', '+X', '+X', '+X', '+X']"
474,-1.0,"['0', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '-X', '+Y']"
475,-3.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '-X', '-Y']"
476,-1.0,"['0', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '+Y', '+X']"
477,-1.0,"['0', '-X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+Y']"
478,0.0,"['0', '-Y', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+X', '-Y']"
479,0.0,"['0', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X']"
480,-2.0,"['0', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '-Y', '+X']"
481,-2.0,"['0', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X', '+Y', '-X', '+Y']"
482,-1.0,"['0', '-X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '-X']"
483,0.0,"['0', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X']"
484,0.0,"['0', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-X']"
485,0.0,"['0', '-X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-Y', '-Y', '-X', '-Y']"
486,-1.0,"['0', '-X', '-X', '-X', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '-X']"
487,-2.0,"['0', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+Y', '-X']"
488,-1.0,"['0', '+Y', '+X', '+X', '+X', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y']"
489,-1.0,"['0', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-Y']"
490,0.0,"['0', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+X', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-X']"
491,-1.0,"['0', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-X', '-X', '+Y']"
492,-3.0,"['0', '+X', '+X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-X', '+Y']"
493,-2.0,"['0', '+Y', '+Y', '-X', '-X', '-Y', '+X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '+Y']"
494,-1.0,"['0', '+X', '-Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '-Y']"
495,0.0,"['0', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y']"
496,-1.0,"['0', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+X', '-Y']"
497,0.0,"['0', '-X', '-Y', '-Y', '-X', '-X', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X']"
498,-2.0,"['0', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+Y', '-X']"
499,0.0,"['0', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X']"
500,-2.0,"['0', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '+X', '+X', '+X', '-Y', '+X', '+X', '-Y']"
501,0.0,"['0', '+X', '+X', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '+X', '+X', '-Y']"
502,-1.0,"['0', '+Y', '+X', '+X', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '+X']"
503,-1.0,"['0', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-X', '-Y', '+X']"
504,0.0,"['0', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '+X', '+Y']"
505,-1.0,"['0', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+Y']"
506,0.0,"['0', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+X']"
507,0.0,"['0', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '+X']"
508,-1.0,"['0', '+Y', '+X', '+X', '+X', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '-Y', '-Y']"
509,0.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X']"
510,-1.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '-Y']"
511,0.0,"['0', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+Y']"
512,-2.0,"['0', '-X', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+X', '+X', '+X', '-Y', '-X']"
513,-2.0,"['0', '-X', '-Y', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+X', '-Y', '-X']"
514,0.0,"['0', '+Y', '-X', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-Y']"
515,-1.0,"['0', '+X', '+X', '+X', '+X', '+Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+Y', '-X']"
516,-2.0,"['0', '+X', '+Y', '-X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+Y']"
517,-3.0,"['0', '+X', '+X', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '+X', '+Y']"
518,-1.0,"['0', '-Y', '-X', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '-X', '-X', '+Y']"
519,0.0,"['0', '-Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+X', '+Y']"
520,-1.0,"['0', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-X', '-Y']"
521,0.0,"['0', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+Y']"
522,-2.0,"['0', '-X', '-X', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+X']"
523,0.0,"['0', '+Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '-X']"
524,0.0,"['0', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y']"
525,-3.0,"['0', '-X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-Y', '+X', '+X', '-Y']"
526,0.0,"['0', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '+Y', '+X']"
527,-1.0,"['0', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+X', '+X', '+Y', '+X', '-Y', '-Y', '+X']"
528,0.0,"['0', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X']"
529,0.0,"['0', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X', '-Y']"
530,0.0,"['0', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+X']"
531,-1.0,"['0', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X']"
532,0.0,"['0', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X']"
533,0.0,"['0', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '-X', '-X', '-X', '-X', '-Y', '+X']"
534,0.0,"['0', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-X', '-X', '-X', '-Y', '-X', '-Y']"
535,-1.0,"['0', '-Y', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+Y']"
536,0.0,"['0', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '+Y']"
537,-1.0,"['0', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '-X', '-X', '+Y', '-X', '-Y', '-X']"
538,-1.0,"['0', '+X', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+Y']"
539,-1.0,"['0', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X']"
540,-1.0,"['0', '+Y', '-X', '-Y', '-X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-X', '-Y', '+X']"
541,-2.0,"['0', '-X', '+Y', '-X', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y', '-X']"
542,-1.0,"['0', '-X', '-X', '-X', '-X', '-X', '-X', '-X', '-X', '-Y', '+X', '+X', '-Y', '+X', '-Y']"
543,-2.0,"['0', '+X', '-Y', '-X', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y']"
544,-2.0,"['0', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+X']"
545,-2.0,"['0', '-Y', '+X', '+Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '-X']"
546,-1.0,"['0', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+X', '+X']"
547,0.0,"['0', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '-Y']"
548,-1.0,"['0', '-X', '+Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '+X']"
549,0.0,"['0', '+X', '+X', '+X', '+X', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '+Y']"
550,0.0,"['0', '-Y', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+X', '+X', '+X']"
551,0.0,"['0', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y']"
552,-1.0,"['0', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-X', '+Y']"
553,-2.0,"['0', '+Y', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '-X', '-Y']"
