number,stability,foldingPattern
260,-1.0,"['0', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-X', '+Y', '-X', '+Y']"
261,0.0,"['0', '-X', '-Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X']"
262,-1.0,"['0', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '-Y']"
263,-2.0,"['0', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y']"
264,-1.0,"['0', '+Y', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-X', '-X', '-X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+X', '+Y', '+X', '+Y']"
265,0.0,"['0', '-X', '-Y', '-X', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y']"
266,-2.0,"['0', '+X', '+X', '+Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '+X', '+X']"
267,0.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+X']"
268,0.0,"['0', '+Y', '+Y', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-X', '+Y', '+Y', '-X']"
269,0.0,"['0', '-X', '-X', '-X', '-Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '-X']"
270,0.0,"['0', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X']"
271,-1.0,"['0', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X']"
272,-1.0,"['0', '-X', '-X', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-X', '-X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X']"
273,0.0,"['0', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y']"
274,0.0,"['0', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+X', '-Y']"
275,0.0,"['0', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+X']"
276,0.0,"['0', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-X', '-X']"
277,0.0,"['0', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '+Y', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-Y']"
278,0.0,"['0', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '-Y']"
279,-2.0,"['0', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '-X']"
280,0.0,"['0', '+X', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+X', '+X']"
281,0.0,"['0', '+X', '+X', '+X', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '-Y', '-Y']"
282,0.0,"['0', '+X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '-X', '-X', '+Y']"
283,0.0,"['0', '-Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '+X', '+X', '+Y']"
284,0.0,"['0', '+X', '+Y', '+X', '+X', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+Y']"
285,-1.0,"['0', '-Y', '+X', '+X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '-X', '-Y', '-Y']"
286,0.0,"['0', '+X', '+Y', '+Y', '+X', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+Y']"
287,0.0,"['0', '+X', '-Y', '+X', '-Y', '-X', '-Y', '+X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '-X']"
288,-1.0,"['0', '+X', '-Y', '-X', '-X', '-X', '+Y', '+X', '+Y', '-X', '-X', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '-X', '+Y', '+X']"
289,-1.0,"['0', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y', '-X', '+Y']"
290,0.0,"['0', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '-X']"
291,0.0,"['0', '-Y', '-X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+X']"
292,0.0,"['0', '-X', '-Y', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+X', '-Y', '-X', '-X']"
293,0.0,"['0', '-Y', '+X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y']"
294,-1.0,"['0', '-Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+X', '-Y']"
295,-1.0,"['0', '+X', '+X', '+Y', '-X', '-X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+Y', '-X', '-X', '-X']"
296,0.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+Y']"
297,0.0,"['0', '-X', '-X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '-X', '+Y']"
298,0.0,"['0', '-X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '-X']"
299,0.0,"['0', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-Y']"
300,0.0,"['0', '+X', '+Y', '+X', '+Y', '+X', '+X', '+X', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '-X', '-Y', '-X', '-X', '+Y']"
301,-1.0,"['0', '-X', '+Y', '-X', '+Y', '-X', '-X', '-X', '-Y', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-X', '-Y']"
302,0.0,"['0', '+Y', '-X', '-X', '-X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+Y', '-X', '-X', '+Y', '-X', '-Y']"
303,0.0,"['0', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-X', '+Y', '-X', '-X']"
304,0.0,"['0', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X', '-Y', '+X', '+X', '+Y', '+X', '-Y', '-Y', '+X', '+X', '+X']"
305,0.0,"['0', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+X', '-Y']"
306,0.0,"['0', '+X', '+Y', '+X', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '-X', '-Y', '+X']"
307,0.0,"['0', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '+Y']"
308,0.0,"['0', '-Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-X']"
309,0.0,"['0', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-X', '+Y', '+X', '+Y']"
310,-1.0,"['0', '-X', '+Y', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '-Y', '-X', '-Y']"
311,0.0,"['0', '-X', '-Y', '+X', '-Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+X']"
312,-1.0,"['0', '-Y', '-Y', '-X', '-X', '-X', '+Y', '-X', '+Y', '-X', '-X', '-X', '+Y', '-X', '-Y', '-X', '+Y', '-X', '-Y', '-Y', '+X', '+Y']"
313,-1.0,"['0', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+Y', '-X']"
314,-3.0,"['0', '-X', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '+Y']"
315,0.0,"['0', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+Y', '+X']"
316,-1.0,"['0', '-Y', '+X', '+Y', '+Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-X', '+Y', '+X', '-Y']"
317,0.0,"['0', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '+X', '+X', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-X', '-X', '-X']"
318,0.0,"['0', '-Y', '-X', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '+Y', '-X', '-X', '-X', '-X', '+Y', '+X', '+X', '+X', '+Y', '-X', '-X']"
319,-1.0,"['0', '+X', '-Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '+X', '+Y', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+X', '+X', '-Y', '+X', '+Y']"
320,0.0,"['0', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X', '-Y', '+X', '+Y', '+X', '-Y', '+X', '+X', '-Y', '+X']"
321,0.0,"['0', '+X', '+X', '+Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '-X']"
322,0.0,"['0', '+X', '-Y', '+X', '+X', '-Y', '+X', '+X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '-X', '+Y', '-X', '+Y']"
323,0.0,"['0', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-X', '+Y', '-X', '-X', '-X', '+Y', '+Y']"
324,-1.0,"['0', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+Y', '-X']"
325,-1.0,"['0', '-Y', '-Y', '+X', '-Y', '-X', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+Y']"
326,-1.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+X', '+X', '+Y', '+X', '+Y']"
327,-1.0,"['0', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y']"
328,0.0,"['0', '-Y', '+X', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '+X', '+X', '+Y', '-X', '-Y']"
329,-1.0,"['0', '+X', '+X', '+X', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-Y', '-Y', '+X', '+X', '+X', '+Y', '-X', '+Y', '+X', '-Y']"
330,0.0,"['0', '+X', '+X', '+X', '+X', '+X', '-Y', '-Y', '+X', '+X', '+X', '-Y', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+Y', '+Y']"
331,0.0,"['0', '-X', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-X', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-X', '-Y', '-X']"
332,-1.0,"['0', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y', '-X']"
333,-1.0,"['0', '+Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '-X']"
334,0.0,"['0', '+Y', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+Y', '+X']"
335,-2.0,"['0', '+Y', '+Y', '+X', '+X', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+Y']"
336,0.0,"['0', '-Y', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '+X', '+Y', '-X', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '-Y', '-Y', '-X', '-Y']"
337,0.0,"['0', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '+X', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '-Y', '-X', '+Y']"
338,-1.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '-X', '-Y', '-X', '-X']"
339,0.0,"['0', '+Y', '-X', '-X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '-Y', '+X', '+X', '-Y', '+X', '-Y', '-X']"
340,0.0,"['0', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+Y']"
341,0.0,"['0', '+X', '+Y', '+X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X']"
342,-2.0,"['0', '-X', '-Y', '-X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '+X', '+Y', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-X', '+Y', '+Y']"
343,0.0,"['0', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X']"
344,-1.0,"['0', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-X', '-Y', '-Y', '+X', '+X', '+Y', '+Y', '+X', '+X']"
345,0.0,"['0', '-X', '-X', '-Y', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-Y']"
346,0.0,"['0', '+Y', '+Y', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+Y', '+X']"
347,0.0,"['0', '-X', '+Y', '+X', '+X', '+X', '+X', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '+X', '+X', '+Y']"
348,-1.0,"['0', '+X', '+Y', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-X', '+Y', '+Y']"
349,0.0,"['0', '+Y', '+X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '+X', '+X']"
350,0.0,"['0', '-X', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+X', '+X', '+X']"
351,0.0,"['0', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '-X', '-X', '-X']"
352,0.0,"['0', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-Y', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '+Y', '+X', '+X', '+X', '-Y', '+X']"
353,-2.0,"['0', '-X', '-X', '+Y', '+Y', '-X', '-X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-X', '-Y']"
354,-1.0,"['0', '+X', '+X', '+X', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '+Y', '-X', '-X']"
355,0.0,"['0', '+Y', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+Y', '+X']"
356,0.0,"['0', '-X', '+Y', '+X', '+X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-X', '-Y']"
357,0.0,"['0', '+Y', '+X', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '-X', '+Y', '+Y', '+X', '+Y']"
358,0.0,"['0', '-X', '-Y', '-X', '+Y', '-X', '-X', '-Y', '-X', '-Y', '-X', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '-X', '+Y', '+Y', '+X']"
359,0.0,"['0', '+Y', '+Y', '+Y', '+Y', '-X', '-X', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '-X', '-X', '-Y', '-X', '-Y', '-Y']"
360,0.0,"['0', '-X', '-Y', '-X', '-Y', '-X', '-Y', '+X', '-Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '+X', '+X', '-Y', '+X', '-Y', '-X', '+Y']"
361,-2.0,"['0', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '-Y', '+X', '+Y', '+Y', '+X', '+Y']"
362,-1.0,"['0', '+Y', '+Y', '+X', '-Y', '+X', '+X', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '+X', '-Y', '-Y']"
363,0.0,"['0', '-X', '-X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '-X', '-Y']"
364,0.0,"['0', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+Y']"
365,0.0,"['0', '-Y', '-X', '+Y', '-X', '+Y', '-X', '-X', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-X', '+Y', '-X', '-X', '-X', '+Y', '+Y', '-X']"
366,0.0,"['0', '-X', '-X', '+Y', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+Y', '-X', '-X', '-X', '+Y', '+Y', '-X', '-X', '-X', '-Y', '+X', '+X']"
367,0.0,"['0', '-X', '-X', '+Y', '-X', '-X', '-X', '-Y', '-Y', '-X', '-X', '-X', '+Y', '+X', '+X', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-X']"
368,0.0,"['0', '+Y', '-X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-X', '-Y', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-X', '-X', '-X', '-X']"
369,0.0,"['0', '+Y', '+Y', '-X', '+Y', '-X', '-Y', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-X', '-Y', '-Y', '+X', '+Y', '+Y']"
370,-1.0,"['0', '-X', '-Y', '-Y', '-X', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X']"
371,0.0,"['0', '-Y', '+X', '+Y', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+Y', '+X', '+Y', '+X', '+Y', '-X', '-Y']"
372,-1.0,"['0', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-X', '-X', '-X', '-Y', '-Y']"
373,-1.0,"['0', '-Y', '+X', '+X', '+Y', '-X', '+Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-Y', '-X', '-Y', '-Y']"
374,0.0,"['0', '-X', '-X', '+Y', '-X', '-Y', '-Y', '-X', '-Y', '-Y', '-X', '-Y', '-X', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-Y', '+X', '-Y']"
375,0.0,"['0', '+X', '+Y', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '+Y', '-X', '-Y', '-X', '+Y', '-X', '+Y', '+Y', '+X', '+X', '+X', '+Y', '-X']"
376,-1.0,"['0', '+X', '+X', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X', '+X', '+X', '+X', '+X', '-Y', '-Y', '-Y', '-Y', '-Y', '-X', '+Y']"
377,-1.0,"['0', '-X', '-X', '-X', '-X', '-Y', '+X', '-Y', '-Y', '-Y', '-X', '-X', '+Y', '-X', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-Y', '+X']"
378,-2.0,"['0', '-Y', '-Y', '-X', '-X', '-X', '-X', '-Y', '-Y', '-X', '-X', '+Y', '+X', '+Y', '-X', '+Y', '-X', '-Y', '-X', '-X', '+Y', '+X']"
379,0.0,"['0', '+Y', '+X', '+X', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '+X', '+Y', '+Y', '+X', '+X', '+X', '+Y', '-X', '-X', '+Y', '+X', '-Y']"
380,-1.0,"['0', '-Y', '-Y', '+X', '+X', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '+X', '+X', '-Y', '-X', '-Y', '+X', '-Y', '+X', '+X', '+X', '+Y']"
381,-1.0,"['0', '-Y', '-X', '-Y', '+X', '+X', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+X', '+Y', '+X', '+X', '-Y', '-Y', '-X', '-Y', '-Y', '-X']"
382,-1.0,"['0', '+X', '+X', '+Y', '-X', '+Y', '-X', '+Y', '+Y', '+Y', '+X', '+X', '+X', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+Y', '-X', '+Y']"
383,-2.0,"['0', '-Y', '-X', '-X', '-Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y', '-Y', '+X', '+X', '+Y', '-X', '+Y', '+Y']"
384,0.0,"['0', '+X', '-Y', '+X', '+X', '+X', '+X', '+X', '+X', '+Y', '+X', '-Y', '+X', '-Y', '+X', '+Y', '+X', '-Y', '+X', '-Y', '-Y', '-Y']"
385,-1.0,"['0', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '-Y', '-X', '-X', '-Y', '-Y', '+X', '+Y', '+X', '+X', '+Y', '+X', '+X', '+X', '-Y', '+X']"
386,0.0,"['0', '+Y', '-X', '+Y', '-X', '+Y', '+X', '+X', '+Y', '+X', '+Y', '+Y', '-X', '-X', '+Y', '+X', '+Y', '+X', '+X', '+X', '-Y', '-Y']"
387,0.0,"['0', '+X', '+Y', '+Y', '+Y', '-X', '+Y', '-X', '+Y', '-X', '-X', '-X', '-X', '-X', '+Y', '+Y', '+Y', '-X', '-Y', '-X', '-X', '-Y']"
388,-1.0,"['0', '-X', '+Y', '+Y', '+X', '-Y', '+X', '+X', '-Y', '-Y', '+X', '+X', '-Y', '-Y', '-Y', '+X', '-Y', '+X', '-Y', '-Y', '+X', '+Y']"
389,0.0,"['0', '+X', '+X', '+X', '+Y', '+X', '+X', '-Y', '-Y', '+X', '-Y', '-X', '-Y', '+X', '-Y', '-X', '-X', '-Y', '-Y', '-X', '-Y', '+X']"
390,-2.0,"['0', '+Y', '+Y', '-X', '-X', '-Y', '-X', '-X', '-Y', '-Y', '-Y', '-X', '-Y', '+X', '+X', '+Y', '+Y', '+Y', '+X', '-Y', '-Y', '-Y']"
